GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId,Human_Biotype,Mouse_Biotype,Macaque_Biotype,Human_NonCoding,Mouse_NonCoding,Macaque_NonCoding,Any_NonCoding
Farp2,FARP2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000006607,ENSMUSG00000034066,ortholog_one2one,83.5863,ENSMMUG00000001313,ortholog_one2one,96.8691,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fars2,FARS2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000145982,ENSMUSG00000021420,ortholog_one2one,84.2572,ENSMMUG00000016352,ortholog_one2one,95.3437,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fbln1,FBLN1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000077942,ENSMUSG00000006369,ortholog_one2one,85.064,ENSMMUG00000002424,ortholog_one2one,97.4395,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fbln5,FBLN5,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000140092,ENSMUSG00000021186,ortholog_one2one,94.1964,ENSMMUG00000008447,ortholog_one2one,98.4375,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fbxl18,FBXL18,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000155034,ENSMUSG00000066640,ortholog_one2one,90.9471,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Fbxo22,FBXO22,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000167196,ENSMUSG00000032309,ortholog_one2one,92.3077,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Fbxo7,FBXO7,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000100225,ENSMUSG00000001786,ortholog_one2one,73.1801,ENSMMUG00000006728,ortholog_one2one,95.4023,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fcho2,FCHO2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000157107,ENSMUSG00000041685,ortholog_one2one,94.8148,ENSMMUG00000015422,ortholog_one2one,93.5802,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fdft1,FDFT1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000284967,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Fgf13,FGF13,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000129682,ENSMUSG00000031137,ortholog_one2one,99.5918,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Fgfr3,FGFR3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000068078,ENSMUSG00000054252,ortholog_one2one,88.7097,ENSMMUG00000019945,ortholog_one2one,95.1613,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fhl1,FHL1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000022267,ENSMUSG00000050035,ortholog_one2many,67.2297,ENSMMUG00000007922,ortholog_one2one,86.1487,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fhl1,FHL1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000022267,ENSMUSG00000023092,ortholog_one2many,94.9324,ENSMMUG00000007922,ortholog_one2one,86.1487,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Filip1,FILIP1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000118407,ENSMUSG00000034898,ortholog_one2one,93.817,ENSMMUG00000019275,ortholog_one2one,95.3009,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fkbp10,FKBP10,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000141756,ENSMUSG00000001555,ortholog_one2one,88.8316,ENSMMUG00000013054,ortholog_one2one,98.4536,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fkbp1a,FKBP1A,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000088832,ENSMUSG00000032966,ortholog_one2many,97.2222,ENSMMUG00000015996,ortholog_one2many,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Flna,FLNA,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000196924,ENSMUSG00000031328,ortholog_one2one,97.0155,ENSMMUG00000013668,ortholog_one2one,99.32,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Flt1,FLT1,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000102755,ENSMUSG00000029648,ortholog_one2one,81.6891,ENSMMUG00000021538,ortholog_one2one,97.6084,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Flt3l,FLT3LG,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000090554,ENSMUSG00000110206,ortholog_one2one,67.6596,ENSMMUG00000051892,ortholog_one2one,95.3191,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Mfsd7c,FLVCR2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000119686,ENSMUSG00000034258,ortholog_one2one,86.692,ENSMMUG00000017665,ortholog_one2one,96.3878,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fmo1,FMO1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000010932,ENSMUSG00000040181,ortholog_one2one,83.2707,ENSMMUG00000005069,ortholog_one2one,97.9323,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fmo2,FMO2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000094963,ENSMUSG00000040170,ortholog_one2one,85.6075,ENSMMUG00000019727,ortholog_one2one,97.0093,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fndc3a,FNDC3A,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000102531,ENSMUSG00000033487,ortholog_one2one,91.0685,ENSMMUG00000023756,ortholog_one2one,98.9149,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fndc4,FNDC4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000115226,ENSMUSG00000038552,ortholog_one2one,94.4444,ENSMMUG00000005101,ortholog_one2one,94.0171,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fosb,FOSB,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000125740,ENSMUSG00000003545,ortholog_one2one,95.858,ENSMMUG00000014430,ortholog_one2one,99.7041,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxc1,FOXC1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000054598,ENSMUSG00000050295,ortholog_one2one,93.3092,ENSMMUG00000005778,ortholog_one2one,98.5533,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxf2,FOXF2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000137273,ENSMUSG00000038402,ortholog_one2one,93.9189,ENSMMUG00000004540,ortholog_one2one,99.5496,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxl2,FOXL2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000183770,ENSMUSG00000050397,ortholog_one2one,96.0106,ENSMMUG00000053063,ortholog_one2one,99.2021,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxn2,FOXN2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000170802,ENSMUSG00000034998,ortholog_one2one,84.4548,ENSMMUG00000020677,ortholog_one2one,98.6079,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxo1,FOXO1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000150907,ENSMUSG00000044167,ortholog_one2one,92.5191,ENSMMUG00000030780,ortholog_one2one,99.084,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxo3,FOXO3,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000118689,ENSMUSG00000048756,ortholog_one2one,94.6508,ENSMMUG00000020369,ortholog_one2one,99.5542,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Foxq1,FOXQ1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000164379,ENSMUSG00000038415,ortholog_one2one,75.6824,ENSMMUG00000059043,ortholog_one2one,95.0372,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fpgt,FPGT,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000254685,ENSMUSG00000053870,ortholog_one2one,73.2323,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Frem2,FREM2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000150893,ENSMUSG00000037016,ortholog_one2one,88.1666,ENSMMUG00000002702,ortholog_one2one,97.6333,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Frmd4b,FRMD4B,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000114541,ENSMUSG00000030064,ortholog_one2one,93.617,ENSMMUG00000000387,ortholog_one2one,98.5493,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Frmd5,FRMD5,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000171877,ENSMUSG00000027238,ortholog_one2one,98.4211,ENSMMUG00000022777,ortholog_one2one,95.4386,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Frmd6,FRMD6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000139926,ENSMUSG00000048285,ortholog_one2one,93.5691,ENSMMUG00000018274,ortholog_one2one,99.1961,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fry,FRY,Munji,NA,TRUE,TRUE,FALSE,2,ENSG00000073910,ENSMUSG00000056602,ortholog_one2one,96.5815,ENSMMUG00000007192,ortholog_one2one,99.1703,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fscn1,FSCN1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000075618,ENSMUSG00000029581,ortholog_one2one,96.5517,ENSMMUG00000004282,ortholog_one2one,99.3915,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fstl1,FSTL1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000163430,ENSMUSG00000022816,ortholog_one2one,91.8831,ENSMMUG00000002925,ortholog_one2one,95.4545,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fuca1,FUCA1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000179163,ENSMUSG00000028673,ortholog_one2one,81.1159,ENSMMUG00000004216,ortholog_one2one,96.7811,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fuca2,FUCA2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000001036,ENSMUSG00000019810,ortholog_one2one,80.9422,ENSMMUG00000005366,ortholog_one2one,96.5739,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fut8,FUT8,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000033170,ENSMUSG00000021065,ortholog_one2one,96.5217,ENSMMUG00000013848,ortholog_one2one,99.8261,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fxyd5,FXYD5,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000089327,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Fyco1,FYCO1,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000163820,ENSMUSG00000025241,ortholog_one2one,75.7104,ENSMMUG00000023585,ortholog_one2one,94.7903,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fyn,FYN,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000010810,ENSMUSG00000019843,ortholog_one2one,99.4413,ENSMMUG00000017017,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fzd4,FZD4,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000174804,ENSMUSG00000049791,ortholog_one2one,97.0205,ENSMMUG00000004048,ortholog_one2one,96.8343,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Fzd6,FZD6,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000164930,ENSMUSG00000022297,ortholog_one2one,83.5694,ENSMMUG00000019399,ortholog_one2one,98.4419,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gab1,GAB1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000109458,ENSMUSG00000031714,ortholog_one2one,90.3458,ENSMMUG00000000828,ortholog_one2one,98.9914,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gabarapl1,GABARAPL1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000139112,ENSMUSG00000030161,ortholog_one2one,100,ENSMMUG00000002197,ortholog_one2one,82.906,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gadd45g,GADD45G,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000130222,ENSMUSG00000021453,ortholog_one2one,96.8553,ENSMMUG00000048737,ortholog_one2one,98.7421,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Galt,GALT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000213930,ENSMUSG00000036073,ortholog_one2one,86.8074,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Gart,GART,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000262473,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Gas2l3,GAS2L3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000139354,ENSMUSG00000074802,ortholog_one2one,75.5043,ENSMMUG00000020360,ortholog_one2one,95.6772,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gas6,GAS6,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000183087,ENSMUSG00000031451,ortholog_one2one,80.826,ENSMMUG00000007428,ortholog_one2one,86.2832,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gata2,GATA2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000179348,ENSMUSG00000015053,ortholog_one2one,97.9167,ENSMMUG00000021371,ortholog_one2one,99.7917,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbe1,GBE1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000114480,ENSMUSG00000022707,ortholog_one2one,91.1681,ENSMMUG00000015877,ortholog_one2one,94.7293,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbp2,GBP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000162645,ENSMUSG00000028270,ortholog_one2many,71.2352,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Gbp2,GBP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000162645,ENSMUSG00000040264,ortholog_one2many,70.3892,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000183347,ENSMUSG00000092021,ortholog_one2many,66.6667,ENSMMUG00000020157,ortholog_one2one,92.891,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000183347,ENSMUSG00000034438,ortholog_one2many,57.5039,ENSMMUG00000020157,ortholog_one2one,92.891,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000183347,ENSMUSG00000029298,ortholog_one2many,65.8768,ENSMMUG00000020157,ortholog_one2one,92.891,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000183347,ENSMUSG00000105096,ortholog_one2many,66.0348,ENSMMUG00000020157,ortholog_one2one,92.891,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000183347,ENSMUSG00000079363,ortholog_one2many,63.0332,ENSMMUG00000020157,ortholog_one2one,92.891,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000183347,ENSMUSG00000104713,ortholog_one2many,66.6667,ENSMMUG00000020157,ortholog_one2one,92.891,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gch1,GCH1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000131979,ENSMUSG00000037580,ortholog_one2one,86,ENSMMUG00000004084,ortholog_one2one,98.8,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gcnt2,GCNT2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000285222,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Gdi2,GDI2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000057608,ENSMUSG00000021218,ortholog_one2one,96.4045,ENSMMUG00000013182,ortholog_one2one,99.5506,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gdpd1,GDPD1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000153982,ENSMUSG00000061666,ortholog_one2one,92.0382,ENSMMUG00000042757,ortholog_one2one,99.0446,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gdpd3,GDPD3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000102886,ENSMUSG00000030703,ortholog_one2one,76.4151,ENSMMUG00000029164,ortholog_one2one,94.6541,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gdpd5,GDPD5,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158555,ENSMUSG00000035314,ortholog_one2one,90.5785,ENSMMUG00000009022,ortholog_one2one,97.8512,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gem,GEM,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000164949,ENSMUSG00000028214,ortholog_one2one,95.6081,ENSMMUG00000062934,ortholog_one2one,99.3243,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gga2,GGA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000103365,ENSMUSG00000030872,ortholog_one2one,84.8287,ENSMMUG00000020521,ortholog_one2one,98.0424,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gimap4,GIMAP4,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000133574,ENSMUSG00000054435,ortholog_one2one,60.4863,ENSMMUG00000011386,ortholog_one2one,87.8419,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gimap8,GIMAP8,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000171115,ENSMUSG00000064262,ortholog_one2one,53.3835,ENSMMUG00000022636,ortholog_one2one,89.0226,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gja1,GJA1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000152661,ENSMUSG00000050953,ortholog_one2one,97.3822,ENSMMUG00000005225,ortholog_one2one,99.4764,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gjb2,GJB2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000165474,ENSMUSG00000046352,ortholog_one2one,92.9204,ENSMMUG00000010522,ortholog_one2one,98.2301,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Glb1,GLB1,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000170266,ENSMUSG00000045594,ortholog_one2one,72.969,ENSMMUG00000020109,ortholog_one2one,91.1374,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Glcci1,GLCCI1,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000106415,ENSMUSG00000029638,ortholog_one2one,91.7733,ENSMMUG00000045449,ortholog_one2one,98.1718,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Glrx2,GLRX2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000023572,NA,NA,NA,ENSMMUG00000022645,ortholog_one2one,95.1219,protein_coding,NA,protein_coding,FALSE,FALSE,FALSE,FALSE
Gls,GLS,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000115419,ENSMUSG00000026103,ortholog_one2one,95.3662,ENSMMUG00000005612,ortholog_one2one,98.9537,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Glt8d1,GLT8D1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000016864,ENSMUSG00000021916,ortholog_one2one,90.2965,ENSMMUG00000012526,ortholog_one2one,98.6523,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gltscr2,GLTSCR2,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Glul,GLUL,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000135821,ENSMUSG00000026473,ortholog_one2one,94.6381,ENSMMUG00000022884,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gmfg,GMFG,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000291873,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Gmpr,GMPR,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000137198,ENSMUSG00000000253,ortholog_one2one,95.3623,ENSMMUG00000002936,ortholog_one2one,98.2609,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gmps,GMPS,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000163655,ENSMUSG00000027823,ortholog_one2one,97.8355,ENSMMUG00000007324,ortholog_one2one,98.4127,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gna12,GNA12,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000146535,ENSMUSG00000000149,ortholog_one2one,97.9003,ENSMMUG00000006460,ortholog_one2one,99.4751,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gna13,GNA13,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000120063,ENSMUSG00000020611,ortholog_one2one,96.817,ENSMMUG00000016371,ortholog_one2one,99.7347,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gnai1,GNAI1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000127955,ENSMUSG00000057614,ortholog_one2one,100,ENSMMUG00000023470,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gnb1,GNB1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000078369,ENSMUSG00000029064,ortholog_one2one,100,ENSMMUG00000001896,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gng12,GNG12,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000172380,ENSMUSG00000036402,ortholog_one2one,95.8333,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Gng7,GNG7,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000176533,ENSMUSG00000048240,ortholog_one2one,94.1176,ENSMMUG00000065054,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Golga4,GOLGA4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000144674,ENSMUSG00000038708,ortholog_one2one,71.1211,ENSMMUG00000021918,ortholog_one2one,97.0404,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gorasp2,GORASP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000115806,ENSMUSG00000014959,ortholog_one2one,90.2655,ENSMMUG00000015203,ortholog_one2one,98.2301,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpam,GPAM,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000119927,ENSMUSG00000024978,ortholog_one2one,92.7536,ENSMMUG00000007526,ortholog_one2one,92.6329,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpcpd1,GPCPD1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000125772,ENSMUSG00000027346,ortholog_one2one,92.8571,ENSMMUG00000001809,ortholog_one2one,98.3631,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpd2,GPD2,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000115159,ENSMUSG00000026827,ortholog_one2one,93.26,ENSMMUG00000004897,ortholog_one2one,99.1747,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpi1,GPI,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000282019,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Gpm6b,GPM6B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000046653,ENSMUSG00000031342,ortholog_one2one,98.1707,ENSMMUG00000019415,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpr146,GPR146,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000164849,ENSMUSG00000044197,ortholog_one2one,74.1742,ENSMMUG00000007208,ortholog_one2one,95.7958,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpr155,GPR155,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000163328,ENSMUSG00000041762,ortholog_one2one,89.7701,ENSMMUG00000021012,ortholog_one2one,97.931,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpr160,GPR160,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000173890,ENSMUSG00000037661,ortholog_one2one,65.9763,ENSMMUG00000022196,ortholog_one2one,96.449700000000007,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpr4,GPR4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000177464,ENSMUSG00000044317,ortholog_one2one,92.2652,ENSMMUG00000019031,ortholog_one2one,99.1713,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Gpr56,GPR56,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
