GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,HumanEnsembl,MouseEnsembl,MacaqueEnsembl
Sema7a,SEMA7A,Both,liver_only,ENSG00000138623,ENSMUSG00000038264,ENSMMUG00000021825
Serbp1,SERBP1,Daneman,lung_only,ENSG00000142864,ENSMUSG00000036371,ENSMMUG00000000652
Serinc5,SERINC5,Munji,NA,ENSG00000164300,ENSMUSG00000021703,ENSMMUG00000023533
Serpina1b,SERPINA1,Daneman,liver_only,ENSG00000277377,NA,NA
Serpina1b,SERPINA1,Daneman,liver_only,ENSG00000197249,ENSMUSG00000072849,ENSMMUG00000020426
Serpina1b,SERPINA1,Daneman,liver_only,ENSG00000197249,ENSMUSG00000066366,ENSMMUG00000020426
Serpina1b,SERPINA1,Daneman,liver_only,ENSG00000197249,ENSMUSG00000071178,ENSMMUG00000020426
Serpina1b,SERPINA1,Daneman,liver_only,ENSG00000197249,ENSMUSG00000079015,ENSMMUG00000020426
Serpina1b,SERPINA1,Daneman,liver_only,ENSG00000197249,ENSMUSG00000071177,ENSMMUG00000020426
Serpinb1a,SERPINB1,Daneman,liver_only,ENSG00000021355,ENSMUSG00000051029,ENSMMUG00000042368
Serpinb1a,SERPINB1,Daneman,liver_only,ENSG00000021355,ENSMUSG00000079049,ENSMMUG00000042368
Serpinb1a,SERPINB1,Daneman,liver_only,ENSG00000021355,ENSMUSG00000044734,ENSMMUG00000042368
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000021404,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000045827,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000021403,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000062342,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000071452,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000038327,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000057726,ENSMMUG00000011719
Serpinb9,SERPINB9,Daneman,liver_only,ENSG00000170542,ENSMUSG00000054266,ENSMMUG00000011719
Serpine1,SERPINE1,Daneman,lung_only,ENSG00000106366,ENSMUSG00000037411,ENSMMUG00000009926
Serpinf1,SERPINF1,Daneman,lung_only,ENSG00000282307,NA,NA
Serpinf1,SERPINF1,Daneman,lung_only,ENSG00000132386,ENSMUSG00000000753,ENSMMUG00000022194
Serping1,SERPING1,Daneman,liver_and_lung,ENSG00000149131,ENSMUSG00000023224,ENSMMUG00000012618
Serpinh1,SERPINH1,Daneman,lung_only,ENSG00000149257,ENSMUSG00000070436,ENSMMUG00000007675
Serpini1,SERPINI1,Daneman,liver_and_lung,ENSG00000163536,ENSMUSG00000027834,ENSMMUG00000005939
Sesn1,SESN1,Daneman,liver_only,ENSG00000080546,ENSMUSG00000038332,ENSMMUG00000018232
Sestd1,SESTD1,Munji,NA,ENSG00000187231,ENSMUSG00000042272,ENSMMUG00000019690
Sf3b4,SF3B4,Munji,NA,ENSG00000143368,ENSMUSG00000068856,ENSMMUG00000007256
Sfxn1,SFXN1,Daneman,lung_only,ENSG00000164466,ENSMUSG00000021474,ENSMMUG00000005148
Sgce,SGCE,Daneman,liver_and_lung,ENSG00000127990,ENSMUSG00000004631,ENSMMUG00000016394
D8Ertd82e,SGK223,Daneman,lung_only,NA,NA,NA
Sgms1,SGMS1,Munji,NA,ENSG00000198964,ENSMUSG00000040451,ENSMMUG00000007081
Sgms2,SGMS2,Munji,NA,ENSG00000164023,ENSMUSG00000050931,ENSMMUG00000017834
Sgpp1,SGPP1,Daneman,liver_only,ENSG00000285281,NA,NA
Sgpp1,SGPP1,Daneman,liver_only,ENSG00000126821,ENSMUSG00000021054,ENSMMUG00000023556
Sgpp2,SGPP2,Both,liver_only,ENSG00000163082,ENSMUSG00000032908,ENSMMUG00000062499
Sh3bp4,SH3BP4,Munji,NA,ENSG00000130147,ENSMUSG00000036206,ENSMMUG00000013808
Sh3bp5,SH3BP5,Daneman,lung_only,ENSG00000131370,ENSMUSG00000021892,ENSMMUG00000006661
Sh3kbp1,SH3KBP1,Daneman,lung_only,ENSG00000147010,ENSMUSG00000040990,ENSMMUG00000004744
Shroom1,SHROOM1,Munji,NA,ENSG00000164403,ENSMUSG00000018387,ENSMMUG00000010312
Siah1a,SIAH1,Daneman,liver_only,ENSG00000196470,ENSMUSG00000036840,ENSMMUG00000007400
Siah1a,SIAH1,Daneman,liver_only,ENSG00000196470,ENSMUSG00000040749,ENSMMUG00000007400
Sin3b,SIN3B,Daneman,lung_only,ENSG00000127511,ENSMUSG00000031622,ENSMMUG00000018504
Sirt1,SIRT1,Daneman,liver_only,ENSG00000096717,ENSMUSG00000020063,ENSMMUG00000030531
Skap1,SKAP1,Munji,NA,ENSG00000141293,ENSMUSG00000057058,ENSMMUG00000050742
Ski,SKI,Daneman,liver_only,ENSG00000157933,ENSMUSG00000029050,ENSMMUG00000010280
Slc12a2,SLC12A2,Daneman,liver_and_lung,ENSG00000064651,ENSMUSG00000024597,ENSMMUG00000011214
Slc12a5,SLC12A5,Daneman,lung_only,ENSG00000124140,ENSMUSG00000017740,ENSMMUG00000016553
Slc12a6,SLC12A6,Daneman,liver_only,ENSG00000140199,ENSMUSG00000027130,ENSMMUG00000020935
Slc16a2,SLC16A2,Both,liver_only,ENSG00000147100,ENSMUSG00000033965,ENSMMUG00000013165
Slc16a4,SLC16A4,Munji,NA,ENSG00000168679,ENSMUSG00000027896,ENSMMUG00000015022
Slc16a6,SLC16A6,Munji,NA,ENSG00000108932,ENSMUSG00000041920,ENSMMUG00000011094
Slc19a1,SLC19A1,Daneman,liver_and_lung,ENSG00000173638,ENSMUSG00000001436,ENSMMUG00000004477
Slc19a3,SLC19A3,Both,liver_only,ENSG00000135917,ENSMUSG00000038496,ENSMMUG00000013249
Slc1a1,SLC1A1,Both,liver_only,ENSG00000106688,ENSMUSG00000024935,ENSMMUG00000000135
Slc1a4,SLC1A4,Daneman,lung_only,ENSG00000115902,ENSMUSG00000020142,ENSMMUG00000010279
Slc22a5,SLC22A5,Daneman,liver_only,ENSG00000197375,ENSMUSG00000063652,ENSMMUG00000007087
Slc22a5,SLC22A5,Daneman,liver_only,ENSG00000197375,ENSMUSG00000018900,ENSMMUG00000007087
Slc22a8,SLC22A8,Munji,NA,ENSG00000149452,ENSMUSG00000063796,ENSMMUG00000016225
Slc25a10,SLC25A10,Daneman,lung_only,ENSG00000183048,ENSMUSG00000025792,ENSMMUG00000004457
Slc25a20,SLC25A20,Daneman,lung_only,ENSG00000178537,ENSMUSG00000032602,ENSMMUG00000015418
Slc25a24,SLC25A24,Daneman,liver_only,ENSG00000284468,NA,NA
Slc25a24,SLC25A24,Daneman,liver_only,ENSG00000085491,ENSMUSG00000040322,ENSMMUG00000002789
Slc27a1,SLC27A1,Munji,NA,ENSG00000130304,ENSMUSG00000031808,ENSMMUG00000000194
Slc29a1,SLC29A1,Daneman,lung_only,ENSG00000112759,ENSMUSG00000023942,NA
Slc2a1,SLC2A1,Munji,NA,ENSG00000117394,ENSMUSG00000028645,ENSMMUG00000000373
Slc30a1,SLC30A1,Munji,NA,ENSG00000170385,ENSMUSG00000037434,ENSMMUG00000056449
Slc30a10,SLC30A10,Daneman,liver_and_lung,ENSG00000196660,ENSMUSG00000026614,ENSMMUG00000061301
Slc31a1,SLC31A1,Daneman,lung_only,ENSG00000136868,ENSMUSG00000066150,ENSMMUG00000011197
Slc35d2,SLC35D2,Daneman,liver_only,ENSG00000130958,ENSMUSG00000033114,ENSMMUG00000007992
Slc35f2,SLC35F2,Munji,NA,ENSG00000110660,ENSMUSG00000042195,ENSMMUG00000010358
Slc36a1,SLC36A1,Munji,NA,ENSG00000123643,ENSMUSG00000020261,ENSMMUG00000003499
Slc38a1,SLC38A1,Daneman,lung_only,ENSG00000111371,ENSMUSG00000023169,ENSMMUG00000011999
Slc38a3,SLC38A3,Munji,NA,ENSG00000188338,ENSMUSG00000010064,ENSMMUG00000010342
Slc38a5,SLC38A5,Both,lung_only,ENSG00000017483,ENSMUSG00000031170,ENSMMUG00000016975
Slc39a10,SLC39A10,Munji,NA,ENSG00000196950,ENSMUSG00000025986,ENSMMUG00000005621
Slc39a8,SLC39A8,Daneman,lung_only,ENSG00000138821,ENSMUSG00000053897,ENSMMUG00000016880
Slc40a1,SLC40A1,Daneman,liver_only,ENSG00000138449,ENSMUSG00000025993,ENSMMUG00000003506
Slc41a1,SLC41A1,Daneman,lung_only,ENSG00000133065,ENSMUSG00000013275,ENSMMUG00000021426
Slc43a2,SLC43A2,Daneman,lung_only,ENSG00000278550,NA,NA
Slc43a2,SLC43A2,Daneman,lung_only,ENSG00000167703,ENSMUSG00000038178,ENSMMUG00000017561
Slc43a3,SLC43A3,Daneman,lung_only,ENSG00000134802,ENSMUSG00000027074,ENSMMUG00000010601
Slc44a5,SLC44A5,Munji,NA,ENSG00000137968,ENSMUSG00000028360,ENSMMUG00000017907
Slc45a4,SLC45A4,Daneman,lung_only,ENSG00000022567,ENSMUSG00000079020,ENSMMUG00000013579
Slc4a1,SLC4A1,Munji,NA,ENSG00000004939,ENSMUSG00000006574,ENSMMUG00000017100
Slc52a2,SLC52A2,Munji,NA,ENSG00000285112,NA,NA
Slc52a2,SLC52A2,Munji,NA,ENSG00000185803,ENSMUSG00000022560,ENSMMUG00000007374
Slc52a3,SLC52A3,Munji,NA,ENSG00000101276,ENSMUSG00000027463,ENSMMUG00000021670
Slc5a6,SLC5A6,Munji,NA,ENSG00000138074,ENSMUSG00000006641,ENSMMUG00000010257
Slc6a13,SLC6A13,Munji,NA,ENSG00000010379,ENSMUSG00000030108,NA
Slc6a6,SLC6A6,Munji,NA,ENSG00000131389,ENSMUSG00000030096,ENSMMUG00000006340
Slc7a1,SLC7A1,Munji,NA,ENSG00000139514,ENSMUSG00000041313,ENSMMUG00000008661
Slc7a11,SLC7A11,Munji,NA,ENSG00000151012,ENSMUSG00000027737,ENSMMUG00000020317
Slc7a3,SLC7A3,Munji,NA,ENSG00000165349,ENSMUSG00000031297,ENSMMUG00000003274
Slc7a5,SLC7A5,Munji,NA,ENSG00000103257,ENSMUSG00000040010,ENSMMUG00000052851
Slc7a7,SLC7A7,Daneman,lung_only,ENSG00000155465,ENSMUSG00000000958,ENSMMUG00000000413
Slc7a8,SLC7A8,Daneman,lung_only,ENSG00000092068,ENSMUSG00000022180,ENSMMUG00000019653
Slc9a2,SLC9A2,Munji,NA,ENSG00000115616,ENSMUSG00000026062,ENSMMUG00000004165
Slco1c1,SLCO1C1,Munji,NA,ENSG00000139155,ENSMUSG00000030235,ENSMMUG00000008271
Slco2a1,SLCO2A1,Daneman,lung_only,ENSG00000174640,ENSMUSG00000032548,ENSMMUG00000012605
Slco2b1,SLCO2B1,Munji,NA,ENSG00000137491,ENSMUSG00000030737,ENSMMUG00000009126
Slco3a1,SLCO3A1,Daneman,liver_and_lung,ENSG00000176463,ENSMUSG00000025790,ENSMMUG00000001740
Slfn5,SLFN5,Daneman,liver_only,ENSG00000166750,ENSMUSG00000054404,ENSMMUG00000010082
Smad1,SMAD1,Daneman,lung_only,ENSG00000170365,ENSMUSG00000031681,ENSMMUG00000018384
Smad3,SMAD3,Daneman,lung_only,ENSG00000166949,ENSMUSG00000032402,ENSMMUG00000015455
Smad6,SMAD6,Daneman,liver_only,ENSG00000137834,ENSMUSG00000036867,ENSMMUG00000019018
Smad7,SMAD7,Both,liver_only,ENSG00000101665,ENSMUSG00000025880,ENSMMUG00000056276
Smap1,SMAP1,Munji,NA,ENSG00000112305,ENSMUSG00000026155,ENSMMUG00000029592
Smarce1,SMARCE1,Daneman,lung_only,ENSG00000073584,ENSMUSG00000037935,ENSMMUG00000004005
Smox,SMOX,Both,lung_only,ENSG00000088826,ENSMUSG00000027333,ENSMMUG00000020912
Snca,SNCA,Daneman,lung_only,ENSG00000145335,ENSMUSG00000025889,ENSMMUG00000012123
Snrnp35,SNRNP35,Munji,NA,ENSG00000184209,ENSMUSG00000029402,ENSMMUG00000008411
Snrpa1,SNRPA1,Daneman,lung_only,ENSG00000131876,ENSMUSG00000030512,ENSMMUG00000053633
Snrpd3,SNRPD3,Daneman,lung_only,ENSG00000100028,ENSMUSG00000020180,ENSMMUG00000000264
Snrpf,SNRPF,Daneman,lung_only,ENSG00000139343,ENSMUSG00000020018,NA
Snx13,SNX13,Daneman,liver_only,ENSG00000071189,ENSMUSG00000020590,ENSMMUG00000021915
Snx16,SNX16,Daneman,liver_only,ENSG00000104497,ENSMUSG00000027534,ENSMMUG00000007694
Snx4,SNX4,Daneman,lung_only,ENSG00000114520,ENSMUSG00000022808,ENSMMUG00000011106
Snx5,SNX5,Daneman,lung_only,ENSG00000089006,ENSMUSG00000027423,ENSMMUG00000011476
Socs1,SOCS1,Daneman,liver_only,ENSG00000185338,ENSMUSG00000038037,ENSMMUG00000010956
Socs4,SOCS4,Daneman,liver_only,ENSG00000180008,ENSMUSG00000048379,NA
Socs5,SOCS5,Daneman,liver_only,ENSG00000171150,ENSMUSG00000037104,ENSMMUG00000039303
Sorbs1,SORBS1,Both,liver_only,ENSG00000095637,ENSMUSG00000025006,ENSMMUG00000004818
Sorbs2,SORBS2,Both,liver_only,ENSG00000154556,ENSMUSG00000031626,ENSMMUG00000015733
Sos1,SOS1,Munji,NA,ENSG00000115904,ENSMUSG00000024241,ENSMMUG00000020575
Sox11,SOX11,Daneman,lung_only,ENSG00000176887,ENSMUSG00000063632,ENSMMUG00000038367
Sox17,SOX17,Daneman,liver_only,ENSG00000164736,ENSMUSG00000025902,ENSMMUG00000063192
Sox18,SOX18,Daneman,liver_and_lung,ENSG00000203883,ENSMUSG00000046470,ENSMMUG00000050871
Sox4,SOX4,Daneman,lung_only,ENSG00000124766,ENSMUSG00000076431,ENSMMUG00000014454
Sox9,SOX9,Munji,NA,ENSG00000125398,ENSMUSG00000000567,ENSMMUG00000063817
Sparcl1,SPARCL1,Munji,NA,ENSG00000152583,ENSMUSG00000029309,ENSMMUG00000019047
Spata5l1,SPATA5L1,Munji,NA,NA,NA,NA
Spock2,SPOCK2,Munji,NA,ENSG00000107742,ENSMUSG00000058297,ENSMMUG00000002122
Spred2,SPRED2,Daneman,liver_only,ENSG00000198369,ENSMUSG00000045671,ENSMMUG00000044784
Spry4,SPRY4,Daneman,lung_only,ENSG00000187678,ENSMUSG00000024427,ENSMMUG00000014175
Spsb1,SPSB1,Daneman,lung_only,ENSG00000171621,ENSMUSG00000039911,ENSMMUG00000002052
Srf,SRF,Munji,NA,ENSG00000112658,ENSMUSG00000015605,ENSMMUG00000000033
Srgap2,SRGAP2,Munji,NA,ENSG00000266028,ENSMUSG00000026425,ENSMMUG00000022614
Srm,SRM,Daneman,lung_only,ENSG00000116649,ENSMUSG00000006442,ENSMMUG00000021570
Srp9,SRP9,Daneman,lung_only,ENSG00000143742,ENSMUSG00000026511,ENSMMUG00000000134
Srpk2,SRPK2,Daneman,liver_only,ENSG00000135250,ENSMUSG00000062604,ENSMMUG00000022732
Ssbp4,SSBP4,Munji,NA,ENSG00000130511,ENSMUSG00000070003,ENSMMUG00000021182
Ssr2,SSR2,Daneman,lung_only,ENSG00000163479,ENSMUSG00000041355,ENSMMUG00000013495
Ssr4,SSR4,Daneman,lung_only,ENSG00000180879,ENSMUSG00000002014,ENSMMUG00000003375
St3gal6,ST3GAL6,Munji,NA,ENSG00000064225,ENSMUSG00000022747,ENSMMUG00000017436
St6gal1,ST6GAL1,Daneman,liver_only,ENSG00000073849,ENSMUSG00000022885,ENSMMUG00000014905
St6galnac2,ST6GALNAC2,Both,liver_only,ENSG00000070731,ENSMUSG00000057286,ENSMMUG00000022273
St6galnac3,ST6GALNAC3,Daneman,liver_only,ENSG00000184005,ENSMUSG00000052544,ENSMMUG00000005990
St8sia4,ST8SIA4,Munji,NA,ENSG00000113532,ENSMUSG00000040710,ENSMMUG00000013109
Stab1,STAB1,Daneman,lung_only,ENSG00000010327,ENSMUSG00000042286,ENSMMUG00000017351
Stard10,STARD10,Daneman,liver_only,ENSG00000214530,ENSMUSG00000030688,ENSMMUG00000039301
Stard3,STARD3,Daneman,lung_only,ENSG00000131748,ENSMUSG00000018167,ENSMMUG00000001343
Stat1,STAT1,Daneman,liver_only,ENSG00000115415,ENSMUSG00000026104,ENSMMUG00000005613
Stat3,STAT3,Daneman,liver_only,ENSG00000168610,ENSMUSG00000004040,ENSMMUG00000010707
Steap3,STEAP3,Munji,NA,ENSG00000115107,ENSMUSG00000026389,ENSMMUG00000039972
Stk11ip,STK11IP,Munji,NA,ENSG00000144589,ENSMUSG00000026213,ENSMMUG00000002519
Stmn2,STMN2,Daneman,liver_only,ENSG00000104435,ENSMUSG00000027500,ENSMMUG00000000507
Stom,STOM,Daneman,liver_only,ENSG00000148175,ENSMUSG00000026880,ENSMMUG00000013024
Stom,STOM,Daneman,liver_only,ENSG00000148175,ENSMUSG00000026880,ENSMMUG00000062333
Stra6,STRA6,Munji,NA,ENSG00000288257,NA,NA
Stra6,STRA6,Munji,NA,ENSG00000137868,ENSMUSG00000032327,ENSMMUG00000001837
Stx12,STX12,Daneman,liver_only,ENSG00000117758,ENSMUSG00000028879,NA
Stx3,STX3,Daneman,liver_only,ENSG00000166900,ENSMUSG00000041488,ENSMMUG00000062571
Stx6,STX6,Daneman,lung_only,ENSG00000135823,ENSMUSG00000026470,ENSMMUG00000020021
Stxbp6,STXBP6,Daneman,liver_only,ENSG00000168952,ENSMUSG00000046314,ENSMMUG00000015442
Sugp2,SUGP2,Munji,NA,ENSG00000064607,ENSMUSG00000036054,ENSMMUG00000019665
Sulf2,SULF2,Daneman,liver_only,ENSG00000196562,ENSMUSG00000006800,ENSMMUG00000012029
Surf6,SURF6,Munji,NA,ENSG00000281309,NA,NA
Surf6,SURF6,Munji,NA,ENSG00000148296,ENSMUSG00000036160,ENSMMUG00000022339
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096626,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101399,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095135,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099792,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000054727,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095606,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095153,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096457,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000073177,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101146,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100535,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101158,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000020059,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100667,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000103371,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000104191,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094789,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000102045,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094759,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096650,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101471,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100045,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101396,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000073255,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095578,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000102668,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095979,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101155,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101243,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000081218,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000093993,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000103528,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000079655,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101928,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099740,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096769,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000073245,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095887,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100231,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096178,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094647,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000073257,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000083628,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100708,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000103919,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096468,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100972,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000054626,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000073267,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101933,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099531,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094782,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094821,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094399,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000093923,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000093895,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099541,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094714,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095011,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100240,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099782,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100939,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100055,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095263,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101915,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095141,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099925,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101653,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096620,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101528,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096016,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000067909,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100892,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000084063,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101157,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094624,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100485,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000071788,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000102122,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000096902,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101286,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094181,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100856,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094570,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000031125,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000080725,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094616,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100902,ENSMMUG00000063989
