GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId
Hadhb,HADHB,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138029,ENSMUSG00000059447,ortholog_one2one,90.9283,NA,NA,NA
Hba-a1,HBA1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000206172,ENSMUSG00000069919,ortholog_many2many,86.6197,ENSMMUG00000029310,ortholog_many2many,96.4789
Hba-a1,HBA1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000206172,ENSMUSG00000069919,ortholog_many2many,86.6197,ENSMMUG00000019566,ortholog_many2many,95.7747
Hba-a1,HBA1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000206172,ENSMUSG00000069917,ortholog_many2many,86.6197,ENSMMUG00000029310,ortholog_many2many,96.4789
Hba-a1,HBA1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000206172,ENSMUSG00000069917,ortholog_many2many,86.6197,ENSMMUG00000019566,ortholog_many2many,95.7747
Hba-a1,HBA2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000188536,ENSMUSG00000069919,ortholog_many2many,86.6197,ENSMMUG00000029310,ortholog_many2many,96.4789
Hba-a1,HBA2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000188536,ENSMUSG00000069919,ortholog_many2many,86.6197,ENSMMUG00000019566,ortholog_many2many,95.7747
Hba-a1,HBA2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000188536,ENSMUSG00000069917,ortholog_many2many,86.6197,ENSMMUG00000029310,ortholog_many2many,96.4789
Hba-a1,HBA2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000188536,ENSMUSG00000069917,ortholog_many2many,86.6197,ENSMMUG00000019566,ortholog_many2many,95.7747
Hcn2,HCN2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000099822,ENSMUSG00000020331,ortholog_one2one,91.7885,ENSMMUG00000012768,ortholog_one2one,99.2126
Hdgfrp3,HDGFRP3,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Hdlbp,HDLBP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000115677,ENSMUSG00000034088,ortholog_one2one,97.9495,ENSMMUG00000004730,ortholog_one2one,96.8454
Heca,HECA,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000112406,ENSMUSG00000039879,ortholog_one2one,95.5801,ENSMMUG00000005682,ortholog_one2one,99.0792
Hells,HELLS,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000119969,ENSMUSG00000025001,ortholog_one2one,89.4988,ENSMMUG00000017255,ortholog_one2one,98.8067
Heph,HEPH,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000089472,ENSMUSG00000031209,ortholog_one2one,85.7513,ENSMMUG00000002805,ortholog_one2one,96.8048
Hexim1,HEXIM1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000186834,ENSMUSG00000048878,ortholog_one2one,84.9582,ENSMMUG00000062972,ortholog_one2one,98.0501
Hiat1,HIAT1,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Higd1a,HIGD1A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000181061,ENSMUSG00000038412,ortholog_one2one,86.0215,NA,NA,NA
Higd1b,HIGD1B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000131097,ENSMUSG00000020928,ortholog_one2one,76.7677,ENSMMUG00000054498,ortholog_one2one,94.9495
Hinfp,HINFP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000172273,ENSMUSG00000032119,ortholog_one2one,84.913,ENSMMUG00000014877,ortholog_one2one,98.4526
Hip1r,HIP1R,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000130787,ENSMUSG00000000915,ortholog_one2one,90.9176,ENSMMUG00000015221,ortholog_one2one,97.0037
Hist1h1c,HIST1H1C,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Hist1h2bc,HIST1H2BI,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Hist2h2be,HIST1H2BJ,Both,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
H2-T23,HLA-E,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000230254,NA,NA,NA,NA,NA,NA
Hlf,HLF,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000108924,ENSMUSG00000003949,ortholog_one2one,97.6271,ENSMMUG00000022627,ortholog_one2one,100
Hmgcs2,HMGCS2,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000134240,ENSMUSG00000027875,ortholog_one2one,89.3701,ENSMMUG00000023097,ortholog_one2one,97.0472
Hn1,HN1,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Hs1bp3,HS1BP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000118960,ENSMUSG00000020605,ortholog_one2one,76.7857,ENSMMUG00000022996,ortholog_one2one,93.1122
Hs3st1,HS3ST1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000002587,ENSMUSG00000051022,ortholog_one2one,88.2736,ENSMMUG00000001341,ortholog_one2one,98.3713
Hsbp1,HSBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000230989,ENSMUSG00000031839,ortholog_one2one,88.1579,ENSMMUG00000020115,ortholog_one2one,98.6842
Hspa1a,HSPA1A,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000235941,NA,NA,NA,NA,NA,NA
Hspa1a,HSPA1B,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000232804,NA,NA,NA,NA,NA,NA
Hspb1,HSPB1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000106211,ENSMUSG00000004951,ortholog_one2one,84.3902,ENSMMUG00000056744,ortholog_one2one,100
Hspb8,HSPB8,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000152137,ENSMUSG00000041548,ortholog_one2one,94.3878,ENSMMUG00000021232,ortholog_one2one,100
Htatip2,HTATIP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000109854,ENSMUSG00000039745,ortholog_one2one,88.0165,NA,NA,NA
Htra3,HTRA3,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000170801,ENSMUSG00000029096,ortholog_one2one,92.7152,ENSMMUG00000022672,ortholog_one2one,98.6755
Id1,ID1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000125968,ENSMUSG00000042745,ortholog_one2one,90.3226,ENSMMUG00000004403,ortholog_one2one,96.7742
Id2,ID2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000115738,ENSMUSG00000020644,ortholog_one2one,98.5075,ENSMMUG00000003237,ortholog_one2one,100
Id3,ID3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000283060,NA,NA,NA,NA,NA,NA
Ier5,IER5,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000162783,ENSMUSG00000056708,ortholog_one2one,72.7829,ENSMMUG00000031286,ortholog_one2one,95.4128
Ifi30,IFI30,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000216490,ENSMUSG00000031838,ortholog_one2one,62,ENSMMUG00000051543,ortholog_one2one,90.8
Ifi35,IFI35,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000068079,ENSMUSG00000010358,ortholog_one2one,71.6783,ENSMMUG00000015999,ortholog_one2one,75.5245
Ifih1,IFIH1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000115267,ENSMUSG00000026896,ortholog_one2one,79.8049,NA,NA,NA
Ifit1,IFIT1B,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000204010,ENSMUSG00000034459,ortholog_one2many,56.5401,NA,NA,NA
Ifit1,IFIT1B,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000204010,ENSMUSG00000067297,ortholog_one2many,54.4304,NA,NA,NA
Ifit1,IFIT1B,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000204010,ENSMUSG00000079339,ortholog_one2many,56.962,NA,NA,NA
Ifit3,IFIT3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000119917,ENSMUSG00000074896,ortholog_one2many,49.3878,ENSMMUG00000005001,ortholog_one2one,93.6735
Ifit3,IFIT3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000119917,ENSMUSG00000062488,ortholog_one2many,49.7959,ENSMMUG00000005001,ortholog_one2one,93.6735
Ifnar1,IFNAR1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000142166,ENSMUSG00000022967,ortholog_one2one,48.833,ENSMMUG00000003961,ortholog_one2one,86.535
Ift81,IFT81,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000122970,ENSMUSG00000029469,ortholog_one2one,92.8994,ENSMMUG00000023032,ortholog_one2one,98.0769
Igf1r,IGF1R,Both,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000140443,ENSMUSG00000005533,ortholog_one2one,96.1229,ENSMMUG00000012305,ortholog_one2one,99.5611
Igf2,IGF2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000167244,ENSMUSG00000048583,ortholog_one2one,83.8889,ENSMMUG00000047449,ortholog_one2one,96.1111
Igfbp2,IGFBP2,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000115457,ENSMUSG00000039323,ortholog_one2one,81.8462,ENSMMUG00000054183,ortholog_one2one,99.0769
Igfbp4,IGFBP4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000141753,ENSMUSG00000017493,ortholog_one2one,90.6977,ENSMMUG00000009384,ortholog_one2one,100
Igsf5,IGSF5,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000183067,NA,NA,NA,ENSMMUG00000003427,ortholog_one2one,82.0639
Il10rb,IL10RB,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000243646,ENSMUSG00000022969,ortholog_one2one,68.9231,NA,NA,NA
Il13ra1,IL13RA1,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000131724,ENSMUSG00000017057,ortholog_one2one,74.7073,ENSMMUG00000053844,ortholog_one2one,96.0187
Il17rd,IL17RD,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000144730,ENSMUSG00000040717,ortholog_one2one,87.0095,ENSMMUG00000016602,ortholog_one2one,98.7821
Il18,IL18,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000150782,ENSMUSG00000039217,ortholog_one2one,64.2487,ENSMMUG00000064111,ortholog_one2one,93.7824
Il27ra,IL27RA,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000288185,NA,NA,NA,NA,NA,NA
Il2rg,IL2RG,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000147168,ENSMUSG00000031304,ortholog_one2one,70.4607,ENSMMUG00000017795,ortholog_one2one,97.29
Il6ra,IL6R,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000160712,ENSMUSG00000027947,ortholog_one2one,53.8462,ENSMMUG00000022978,ortholog_one2one,92.9487
Ildr2,ILDR2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000143195,ENSMUSG00000040612,ortholog_one2one,87.7934,ENSMMUG00000023462,ortholog_one2one,97.3396
Impact,IMPACT,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000154059,ENSMUSG00000024423,ortholog_one2one,80.625,ENSMMUG00000044883,ortholog_one2many,83.75
Impact,IMPACT,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000154059,ENSMUSG00000024423,ortholog_one2one,80.625,ENSMMUG00000004664,ortholog_one2many,99.0625
Impad1,IMPAD1,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Impdh2,IMPDH2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000178035,ENSMUSG00000062867,ortholog_one2one,98.8327,ENSMMUG00000005656,ortholog_one2one,99.4163
Incenp,INCENP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000149503,ENSMUSG00000024660,ortholog_one2one,68.0828,ENSMMUG00000004420,ortholog_one2one,92.9194
Ing5,ING5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000168395,ENSMUSG00000026283,ortholog_one2one,94.5833,ENSMMUG00000014102,ortholog_one2one,100
Inhbb,INHBB,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000163083,ENSMUSG00000037035,ortholog_one2one,97.2973,ENSMMUG00000060196,ortholog_one2one,99.2629
Inpp5f,INPP5F,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000198825,ENSMUSG00000042105,ortholog_one2one,90.5477,ENSMMUG00000009558,ortholog_one2one,98.4982
Insig2,INSIG2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000125629,ENSMUSG00000003721,ortholog_one2one,96.8889,ENSMMUG00000006354,ortholog_one2one,99.5556
Insr,INSR,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000171105,ENSMUSG00000005534,ortholog_one2one,94.5007,ENSMMUG00000028907,ortholog_one2one,90.6657
Ints9,INTS9,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000104299,ENSMUSG00000021975,ortholog_one2one,97.1125,ENSMMUG00000019723,ortholog_one2one,99.3921
Ipo9,IPO9,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000198700,ENSMUSG00000041879,ortholog_one2one,98.8473,ENSMMUG00000001916,ortholog_one2one,99.1354
Iqgap2,IQGAP2,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000145703,ENSMUSG00000021676,ortholog_one2one,88.9524,ENSMMUG00000022982,ortholog_one2one,96
Irf7,IRF7,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000276561,NA,NA,NA,NA,NA,NA
Irs1,IRS1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000169047,ENSMUSG00000055980,ortholog_one2one,89.0499,ENSMMUG00000019467,ortholog_one2one,98.2287
Ism1,ISM1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000101230,ENSMUSG00000074766,ortholog_one2one,92.8879,ENSMMUG00000015939,ortholog_one2one,98.0603
Isyna1,ISYNA1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000105655,ENSMUSG00000019139,ortholog_one2one,88.3513,ENSMMUG00000021183,ortholog_one2one,98.0287
Itga4,ITGA4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000115232,ENSMUSG00000027009,ortholog_one2one,84.8837,ENSMMUG00000000300,ortholog_one2one,96.9961
Itga6,ITGA6,Both,liver_only,TRUE,TRUE,TRUE,3,ENSG00000091409,ENSMUSG00000027111,ortholog_one2one,91.2395,ENSMMUG00000002370,ortholog_one2one,96.0857
Itga8,ITGA8,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000077943,ENSMUSG00000026768,ortholog_one2one,88.9934,ENSMMUG00000011661,ortholog_one2one,97.46
Itgb1,ITGB1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000150093,ENSMUSG00000025809,ortholog_one2one,92.4812,ENSMMUG00000017767,ortholog_one2one,98.3709
Itgb5,ITGB5,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000082781,ENSMUSG00000022817,ortholog_one2one,91.7397,ENSMMUG00000014516,ortholog_one2one,98.6233
Itih5,ITIH5,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000123243,ENSMUSG00000025780,ortholog_one2one,78.3439,ENSMMUG00000015850,ortholog_one2one,96.9214
Itm2a,ITM2A,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000078596,ENSMUSG00000031239,ortholog_one2one,95.057,ENSMMUG00000003564,ortholog_one2one,100
Itpr3,ITPR3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000096433,ENSMUSG00000042644,ortholog_one2one,95.3201,ENSMMUG00000047729,ortholog_one2one,99.2887
Itsn1,ITSN1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000205726,ENSMUSG00000022957,ortholog_one2one,94.9448,ENSMMUG00000007626,ortholog_one2one,99.4771
Ivns1abp,IVNS1ABP,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000116679,ENSMUSG00000023150,ortholog_one2one,97.0405,ENSMMUG00000013884,ortholog_one2one,99.5327
Jam2,JAM2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000154721,ENSMUSG00000053062,ortholog_one2one,76.5101,ENSMMUG00000008723,ortholog_one2one,97.3154
Jam3,JAM3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000166086,ENSMUSG00000031990,ortholog_one2one,86.4516,ENSMMUG00000007100,ortholog_one2one,95.4839
Jmy,JMY,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000152409,ENSMUSG00000021690,ortholog_one2one,87.0445,ENSMMUG00000046325,ortholog_one2one,97.9757
Jun,JUN,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000177606,ENSMUSG00000052684,ortholog_one2one,97.281,ENSMMUG00000059326,ortholog_one2one,99.3958
Junb,JUNB,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000171223,ENSMUSG00000052837,ortholog_one2one,93.0836,ENSMMUG00000005688,ortholog_one2one,92.219
Jund,JUND,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000130522,ENSMUSG00000071076,ortholog_one2one,80.9798,ENSMMUG00000038371,ortholog_one2one,98.2709
Kbtbd11,KBTBD11,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000273645,NA,NA,NA,NA,NA,NA
Kbtbd7,KBTBD7,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000120696,ENSMUSG00000043881,ortholog_one2one,94.152,ENSMMUG00000004799,ortholog_one2one,99.4152
Kcnd3,KCND3,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000171385,ENSMUSG00000040896,ortholog_one2one,99.3893,ENSMMUG00000050825,ortholog_one2one,100
Kcne4,KCNE4,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000152049,ENSMUSG00000047330,ortholog_one2one,90,ENSMMUG00000001102,ortholog_one2one,98.2353
Kcnj2,KCNJ2,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000123700,ENSMUSG00000041695,ortholog_one2one,98.5948,ENSMMUG00000056768,ortholog_one2one,100
Kcnj8,KCNJ8,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000121361,ENSMUSG00000030247,ortholog_one2one,98.3491,ENSMMUG00000056014,ortholog_one2one,99.5283
Kcnk6,KCNK6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000099337,ENSMUSG00000046410,ortholog_one2one,84.984,ENSMMUG00000062296,ortholog_one2one,96.4856
Kcnq1,KCNQ1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000282076,NA,NA,NA,NA,NA,NA
Kcp,KCP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000135253,ENSMUSG00000059022,ortholog_one2one,76.7199,ENSMMUG00000006306,ortholog_one2one,94.7789
Kctd12,KCTD12,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000178695,ENSMUSG00000098557,ortholog_one2one,99.3846,ENSMMUG00000060210,ortholog_one2one,99.6923
Kctd17,KCTD17,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000100379,ENSMUSG00000033287,ortholog_one2one,75.1592,ENSMMUG00000000149,ortholog_one2one,88.2166
Kdelr2,KDELR2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000136240,ENSMUSG00000079111,ortholog_one2one,98.5849,ENSMMUG00000030415,ortholog_one2one,96.2264
Kdm5b,KDM5B,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000117139,ENSMUSG00000042207,ortholog_one2one,94.2357,ENSMMUG00000015233,ortholog_one2one,99.2876
4930523C07Rik,KIAA0040,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000235750,ENSMUSG00000090394,ortholog_one2one,70.7071,ENSMMUG00000000546,ortholog_one2one,97.9798
2810417H13Rik,KIAA0101,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
4933426M11Rik,KIAA0247,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2810403A07Rik,KIAA0907,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
D930015E06Rik,KIAA0922,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
9430020K01Rik,KIAA1462,Both,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2810474O19Rik,KIAA1551,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Kif16b,KIF16B,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089177,NA,NA,NA,NA,NA,NA
Kif1c,KIF1C,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000129250,ENSMUSG00000020821,ortholog_one2one,93.9257,ENSMMUG00000011341,ortholog_one2one,98.7307
Kif23,KIF23,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000137807,ENSMUSG00000032254,ortholog_one2one,87.577,ENSMMUG00000014887,ortholog_one2one,99.1786
Kif26a,KIF26A,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000066735,ENSMUSG00000021294,ortholog_one2one,78.0021,ENSMMUG00000009477,ortholog_one2one,95.9617
Kif3b,KIF3B,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000101350,ENSMUSG00000027475,ortholog_one2one,97.992,ENSMMUG00000012897,ortholog_one2one,99.8661
Kifc3,KIFC3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000140859,ENSMUSG00000031788,ortholog_one2one,93.5835,ENSMMUG00000015696,ortholog_one2one,99.1525
Kit,KIT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000157404,ENSMUSG00000005672,ortholog_one2one,82.7869,ENSMMUG00000060342,ortholog_one2one,98.1557
Kitl,KITLG,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000049130,ENSMUSG00000019966,ortholog_one2one,82.7839,ENSMMUG00000051340,ortholog_one2one,94.1392
Klf11,KLF11,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000172059,ENSMUSG00000020653,ortholog_one2one,75.1953,ENSMMUG00000002054,ortholog_one2one,95.3125
Klf12,KLF12,Both,liver_only,TRUE,TRUE,FALSE,2,ENSG00000118922,ENSMUSG00000072294,ortholog_one2one,97.0149,ENSMMUG00000019097,ortholog_one2one,100
Klf13,KLF13,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000275746,NA,NA,NA,NA,NA,NA
Klf4,KLF4,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000136826,ENSMUSG00000003032,ortholog_one2one,91.4405,ENSMMUG00000006088,ortholog_one2one,87.0564
Klf7,KLF7,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000118263,ENSMUSG00000025959,ortholog_one2one,97.0199,ENSMMUG00000000190,ortholog_one2one,99.6689
Klf9,KLF9,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000119138,ENSMUSG00000033863,ortholog_one2one,96.3115,ENSMMUG00000063718,ortholog_one2one,98.3607
Klhdc3,KLHDC3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000124702,ENSMUSG00000063576,ortholog_one2one,96.5969,ENSMMUG00000000766,ortholog_one2one,99.7382
Klhl2,KLHL2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000109466,ENSMUSG00000031605,ortholog_one2one,98.8196,ENSMMUG00000017342,ortholog_one2one,96.9646
Klhl5,KLHL5,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000109790,ENSMUSG00000054920,ortholog_one2one,97.0381,ENSMMUG00000002755,ortholog_one2one,99.5769
Kpna2,KPNA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000182481,ENSMUSG00000066878,ortholog_one2many,94.518,ENSMMUG00000016685,ortholog_one2one,99.4329
Kpna2,KPNA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000182481,ENSMUSG00000018362,ortholog_one2many,94.518,ENSMMUG00000016685,ortholog_one2one,99.4329
Kpnb1,KPNB1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108424,ENSMUSG00000001440,ortholog_one2one,99.2009,ENSMMUG00000019760,ortholog_one2one,97.7169
Krt222,KRT222,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000213424,ENSMUSG00000035849,ortholog_one2one,88.1356,ENSMMUG00000004004,ortholog_one2one,97.6271
Lactb,LACTB,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000103642,ENSMUSG00000032370,ortholog_one2one,88.117,ENSMMUG00000003544,ortholog_one2one,98.1718
Lama2,LAMA2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000196569,ENSMUSG00000019899,ortholog_one2one,88.3408,ENSMMUG00000022136,ortholog_one2one,97.886
Lama4,LAMA4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000112769,ENSMUSG00000019846,ortholog_one2one,88.3708,ENSMMUG00000013782,ortholog_one2one,97.9155
Lama5,LAMA5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000130702,ENSMUSG00000015647,ortholog_one2one,79.4858,NA,NA,NA
Lamc3,LAMC3,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000050555,ENSMUSG00000026840,ortholog_one2one,74.8571,ENSMMUG00000002267,ortholog_one2one,94.9206
Lancl3,LANCL3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000147036,ENSMUSG00000047344,ortholog_one2one,95.7143,ENSMMUG00000006967,ortholog_one2one,99.2857
Laptm4b,LAPTM4B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000104341,ENSMUSG00000022257,ortholog_one2one,92.4779,ENSMMUG00000008926,ortholog_one2one,98.6726
Laptm5,LAPTM5,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000162511,ENSMUSG00000028581,ortholog_one2one,79.0076,ENSMMUG00000008744,ortholog_one2one,94.6565
Lasp1,LASP1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000002834,ENSMUSG00000038366,ortholog_one2one,96.1686,ENSMMUG00000007799,ortholog_one2one,98.4674
Lats2,LATS2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000150457,ENSMUSG00000021959,ortholog_one2one,82.4449,ENSMMUG00000019006,ortholog_one2one,96.9669
Layn,LAYN,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000204381,ENSMUSG00000060594,ortholog_one2one,83.6898,ENSMMUG00000030915,ortholog_one2one,96.2567
Lcp1,LCP1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000136167,ENSMUSG00000021998,ortholog_one2one,96.9697,ENSMMUG00000017033,ortholog_one2one,99.681
